"ST","conference","D1School","Seed","Region"
"2013_1360","wcc",1,NA,NA
"2013_1361","mwc",1,7,"South"
"2013_1362","wcc",1,NA,NA
"2013_1363","wac",1,NA,NA
"2013_1364","big_west",1,NA,NA
"2013_1365","wcc",1,NA,NA
"2013_1366","meac",1,NA,NA
"2013_1367","a_sun",1,NA,NA
"2013_1368","southland",1,NA,NA
"2013_1369","ovc",1,NA,NA
"2013_1370","wac",1,NA,NA
"2013_1371","big_east",1,NA,NA
"2013_1372","southland",1,NA,NA
"2013_1373","maac",1,NA,NA
"2013_1374","cusa",1,NA,NA
"2013_1375","sun_belt",1,NA,NA
"2013_1376","sec",1,NA,NA
"2013_1377","summit",1,NA,NA
"2013_1378","big_east",1,NA,NA
"2013_1379","cusa",1,NA,NA
"2013_1380","swac",1,16,"West"
"2013_1381","big_sky",1,NA,NA
"2013_1382","a_ten",1,NA,NA
"2013_1383","nec",1,NA,NA
"2013_1384","nec",1,NA,NA
"2013_1385","big_east",1,NA,NA
"2013_1386","a_ten",1,NA,NA
"2013_1387","a_ten",1,4,"Midwest"
"2013_1388","wcc",1,11,"Midwest"
"2013_1389","maac",1,NA,NA
"2013_1390","pac_twelve",1,NA,NA
"2013_1391","a_sun",1,NA,NA
"2013_1392","aec",1,NA,NA
"2013_1393","big_east",1,4,"East"
"2013_1394","southland",1,NA,NA
"2013_1395","big_twelve",1,NA,NA
"2013_1396","a_ten",1,9,"East"
"2013_1397","sec",1,NA,NA
"2013_1398","ovc",1,NA,NA
"2013_1399","ovc",1,NA,NA
"2013_1400","big_twelve",1,NA,NA
"2013_1401","sec",1,NA,NA
"2013_1402","wac",1,NA,NA
"2013_1403","big_twelve",1,NA,NA
"2013_1404","ovc",1,NA,NA
"2013_1405","mac",1,NA,NA
"2013_1406","caa",1,NA,NA
"2013_1407","sun_belt",1,NA,NA
"2013_1408","cusa",1,NA,NA
"2013_1409","cusa",1,NA,NA
"2013_1410","gwc",1,NA,NA
"2013_1411","swac",1,NA,NA
"2013_1412","cusa",1,NA,NA
"2013_1413","big_west",1,NA,NA
"2013_1414","big_west",1,NA,NA
"2013_1415","big_west",1,NA,NA
"2013_1416","cusa",1,NA,NA
"2013_1417","pac_twelve",1,6,"South"
"2013_1418","sun_belt",1,NA,NA
"2013_1419","sun_belt",1,NA,NA
"2013_1420","aec",1,NA,NA
"2013_1421","big_south",1,NA,NA
"2013_1422","southern",1,NA,NA
"2013_1423","caa",1,NA,NA
"2013_1424","mwc",1,5,"East"
"2013_1425","pac_twelve",1,NA,NA
"2013_1426","wac",1,NA,NA
"2013_1427","wac",1,NA,NA
"2013_1428","pac_twelve",1,NA,NA
"2013_1429","wac",1,NA,NA
"2013_1430","gwc",1,NA,NA
"2013_1431","cusa",1,NA,NA
"2013_1433","a_ten",1,5,"South"
"2013_1434","horizon",1,14,"Midwest"
"2013_1435","sec",1,NA,NA
"2013_1436","aec",1,NA,NA
"2013_1437","big_east",1,9,"South"
"2013_1438","acc",1,NA,NA
"2013_1439","acc",1,NA,NA
"2013_1440","big_south",1,NA,NA
"2013_1441","southern",1,NA,NA
"2013_1442","summit",1,NA,NA
"2013_1443","sun_belt",1,16,"South"
"2013_1444","mac",1,NA,NA
"2013_1447","nec",1,NA,NA
"2013_1448","acc",1,NA,NA
"2013_1449","pac_twelve",1,NA,NA
"2013_1450","pac_twelve",1,NA,NA
"2013_1451","big_sky",1,NA,NA
"2013_1452","big_twelve",1,NA,NA
"2013_1453","horizon",1,NA,NA
"2013_1454","horizon",1,NA,NA
"2013_1455","mvc",1,9,"West"
"2013_1456","caa",1,NA,NA
"2013_1457","big_south",1,NA,NA
"2013_1458","big_ten",1,5,"West"
"2013_1459","southern",1,NA,NA
"2013_1460","horizon",1,NA,NA
"2013_1461","mwc",1,NA,NA
"2013_1462","a_ten",1,NA,NA
"2013_1463","ivy",1,NA,NA
"2013_1464","horizon",1,NA,NA
"2014_1101","southland",1,NA,NA
"2014_1102","mwc",1,NA,NA
"2014_1103","mac",1,NA,NA
"2014_1104","sec",1,NA,NA
"2014_1105","swac",1,NA,NA
"2014_1106","swac",1,NA,NA
"2014_1107","aec",1,16,"South"
"2014_1108","swac",1,NA,NA
"2014_1110","patriot",1,15,"West"
"2014_1111","southern",1,NA,NA
"2014_1112","pac_twelve",1,1,"West"
"2014_1113","pac_twelve",1,10,"Midwest"
"2014_1114","sun_belt",1,NA,NA
"2014_1115","swac",1,NA,NA
"2014_1116","sec",1,NA,NA
"2014_1117","sun_belt",1,NA,NA
"2014_1119","patriot",1,NA,NA
"2014_1120","sec",1,NA,NA
"2014_1122","ovc",1,NA,NA
"2014_1123","mac",1,NA,NA
"2014_1124","big_twelve",1,6,"West"
"2014_1125","ovc",1,NA,NA
"2014_1126","meac",1,NA,NA
"2014_1127","aec",1,NA,NA
"2014_1129","mwc",1,NA,NA
"2014_1130","acc",1,NA,NA
"2014_1131","patriot",1,NA,NA
"2014_1132","mac",1,NA,NA
"2014_1133","mvc",1,NA,NA
"2014_1135","ivy",1,NA,NA
"2014_1136","nec",1,NA,NA
"2014_1137","patriot",1,NA,NA
"2014_1138","mac",1,NA,NA
"2014_1139","big_east",1,NA,NA
"2014_1140","wcc",1,10,"West"
"2014_1141","mac",1,NA,NA
"2014_1142","big_west",1,16,"Midwest"
"2014_1143","pac_twelve",1,NA,NA
"2014_1144","big_south",1,NA,NA
"2014_1145","maac",1,NA,NA
"2014_1146","southland",1,NA,NA
"2014_1148","nec",1,NA,NA
"2014_1149","big_south",1,NA,NA
"2014_1150","cusa",1,NA,NA
"2014_1151","southern",1,NA,NA
"2014_1152","wac",1,NA,NA
"2014_1153","aac",1,5,"East"
"2014_1154","southern",1,NA,NA
"2014_1155","acc",1,NA,NA
"2014_1156","horizon",1,NA,NA
"2014_1157","big_south",1,16,"East"
"2014_1158","caa",1,NA,NA
"2014_1159","patriot",1,NA,NA
"2014_1160","pac_twelve",1,8,"South"
"2014_1161","mwc",1,NA,NA
"2014_1162","ivy",1,NA,NA
"2014_1163","aac",1,7,"East"
"2014_1164","meac",1,NA,NA
"2014_1165","ivy",1,NA,NA
"2014_1166","big_east",1,3,"West"
"2014_1167","wac",1,NA,NA
"2014_1168","big_west",1,NA,NA
"2014_1169","big_west",1,NA,NA
"2014_1170","big_sky",1,NA,NA
"2014_1171","ivy",1,NA,NA
"2014_1172","southern",1,NA,NA
"2014_1173","a_ten",1,11,"South"
"2014_1174","caa",1,13,"East"
"2014_1175","meac",1,NA,NA
"2014_1176","summit",1,NA,NA
"2014_1177","big_east",1,NA,NA
"2014_1178","horizon",1,NA,NA
"2014_1179","mvc",1,NA,NA
"2014_1180","caa",1,NA,NA
"2014_1181","acc",1,3,"Midwest"
"2014_1182","a_ten",1,NA,NA
"2014_1183","ovc",1,NA,NA
"2014_1184","ovc",1,15,"South"
"2014_1185","mac",1,NA,NA
"2014_1186","big_sky",1,NA,NA
"2014_1187","cusa",1,NA,NA
"2014_1188","ovc",1,NA,NA
"2014_1189","southern",1,NA,NA
"2014_1190","a_sun",1,NA,NA
"2014_1191","mvc",1,NA,NA
"2014_1192","nec",1,NA,NA
"2014_1193","maac",1,NA,NA
"2014_1194","cusa",1,NA,NA
"2014_1195","a_sun",1,NA,NA
"2014_1196","sec",1,1,"South"
"2014_1197","meac",1,NA,NA
"2014_1198","cusa",1,NA,NA
"2014_1199","acc",1,NA,NA
"2014_1200","a_ten",1,NA,NA
"2014_1201","mwc",1,NA,NA
"2014_1202","southern",1,NA,NA
"2014_1203","a_ten",1,9,"East"
"2014_1204","southern",1,NA,NA
"2014_1205","big_south",1,NA,NA
"2014_1206","a_ten",1,NA,NA
"2014_1207","big_east",1,NA,NA
"2014_1208","sec",1,NA,NA
"2014_1209","sun_belt",1,NA,NA
"2014_1210","acc",1,NA,NA
"2014_1211","wcc",1,8,"West"
"2014_1212","swac",1,NA,NA
"2014_1213","wac",1,NA,NA
"2014_1214","meac",1,NA,NA
"2014_1216","aec",1,NA,NA
"2014_1217","ivy",1,12,"East"
"2014_1218","big_west",1,NA,NA
"2014_1219","big_south",1,NA,NA
"2014_1220","caa",1,NA,NA
"2014_1221","patriot",1,NA,NA
"2014_1222","aac",1,NA,NA
"2014_1223","southland",1,NA,NA
"2014_1224","meac",1,NA,NA
"2014_1225","wac",1,NA,NA
"2014_1226","big_sky",1,NA,NA
"2014_1227","horizon",1,NA,NA
"2014_1228","big_ten",1,NA,NA
"2014_1229","mvc",1,NA,NA
"2014_1230","southland",1,NA,NA
"2014_1231","big_ten",1,NA,NA
"2014_1232","mvc",1,NA,NA
"2014_1233","maac",1,NA,NA
"2014_1234","big_ten",1,11,"Midwest"
"2014_1235","big_twelve",1,3,"East"
"2014_1236","summit",1,NA,NA
"2014_1237","summit",1,NA,NA
"2014_1238","swac",1,NA,NA
"2014_1239","a_sun",1,NA,NA
"2014_1240","ovc",1,NA,NA
"2014_1241","caa",1,NA,NA
"2014_1242","big_twelve",1,2,"South"
"2014_1243","big_twelve",1,9,"Midwest"
"2014_1244","a_sun",1,NA,NA
"2014_1245","mac",1,NA,NA
"2014_1246","sec",1,8,"Midwest"
"2014_1247","a_ten",1,NA,NA
"2014_1248","patriot",1,NA,NA
"2014_1249","southland",1,NA,NA
"2014_1250","patriot",1,NA,NA
"2014_1251","big_south",1,NA,NA
"2014_1252","a_sun",1,NA,NA
"2014_1253","big_west",1,NA,NA
"2014_1254","nec",1,NA,NA
"2014_1255","big_south",1,NA,NA
"2014_1256","cusa",1,NA,NA
"2014_1257","aac",1,4,"Midwest"
"2014_1258","wcc",1,NA,NA
"2014_1259","patriot",1,NA,NA
"2014_1260","mvc",1,NA,NA
"2014_1261","sec",1,NA,NA
"2014_1262","aec",1,NA,NA
"2014_1263","aec",1,NA,NA
"2014_1264","maac",1,13,"Midwest"
"2014_1265","maac",1,NA,NA
"2014_1266","big_east",1,NA,NA
"2014_1267","cusa",1,NA,NA
"2014_1268","acc",1,NA,NA
"2014_1269","a_ten",1,6,"Midwest"
"2014_1270","southland",1,NA,NA
"2014_1271","meac",1,NA,NA
"2014_1272","aac",1,8,"East"
"2014_1273","a_sun",1,14,"Midwest"
"2014_1274","acc",1,NA,NA
"2014_1275","mac",1,NA,NA
"2014_1276","big_ten",1,2,"Midwest"
"2014_1277","big_ten",1,4,"East"
"2014_1278","big_ten",1,NA,NA
"2014_1279","sec",1,NA,NA
"2014_1280","sec",1,NA,NA
"2014_1281","sec",1,NA,NA
"2014_1282","wac",1,NA,NA
"2014_1283","mvc",1,NA,NA
"2014_1284","maac",1,NA,NA
"2014_1285","big_sky",1,NA,NA
"2014_1286","big_sky",1,NA,NA
"2014_1287","ovc",1,NA,NA
"2014_1288","meac",1,NA,NA
"2014_1290","swac",1,NA,NA
"2014_1291","nec",1,16,"South"
"2014_1292","cusa",1,NA,NA
"2014_1293","ovc",1,NA,NA
"2014_1294","big_sky",1,NA,NA
"2014_1295","summit",1,12,"West"
"2014_1296","mac",1,NA,NA
"2014_1297","a_sun",0,NA,NA
"2014_1298","patriot",1,NA,NA
"2014_1299","meac",1,NA,NA
"2014_1300","meac",1,14,"East"
"2014_1301","acc",1,12,"Midwest"
"2014_1303","summit",0,NA,NA
"2014_1304","big_ten",1,11,"West"
"2014_1305","mwc",1,NA,NA
"2014_1306","aec",1,NA,NA
"2014_1307","mwc",1,7,"South"
"2014_1308","wac",1,13,"West"
"2014_1309","southland",1,NA,NA
"2014_1310","maac",1,NA,NA
"2014_1311","southland",1,NA,NA
"2014_1312","ind",1,NA,NA
"2014_1313","meac",1,NA,NA
"2014_1314","acc",1,6,"East"
"2014_1315","big_sky",1,NA,NA
"2014_1316","a_sun",1,NA,NA
"2014_1317","cusa",1,NA,NA
"2014_1318","caa",1,NA,NA
"2014_1319","big_sky",1,NA,NA
"2014_1320","mvc",1,NA,NA
"2014_1321","big_ten",1,NA,NA
"2014_1322","southland",1,NA,NA
"2014_1323","acc",1,NA,NA
"2014_1324","horizon",1,NA,NA
"2014_1325","mac",1,NA,NA
"2014_1326","big_ten",1,6,"South"
"2014_1328","big_twelve",1,5,"West"
"2014_1329","big_twelve",1,9,"West"
"2014_1330","cusa",1,NA,NA
"2014_1331","southland",1,NA,NA
"2014_1332","pac_twelve",1,7,"West"
"2014_1333","pac_twelve",1,NA,NA
"2014_1334","wcc",1,NA,NA
"2014_1335","ivy",1,NA,NA
"2014_1336","big_ten",1,NA,NA
"2014_1337","wcc",1,NA,NA
"2014_1338","acc",1,9,"South"
"2014_1339","wcc",1,NA,NA
"2014_1340","big_sky",1,NA,NA
"2014_1341","swac",1,NA,NA
"2014_1342","big_south",1,NA,NA
"2014_1343","ivy",1,NA,NA
"2014_1344","big_east",1,11,"East"
"2014_1345","big_ten",1,NA,NA
"2014_1346","maac",1,NA,NA
"2014_1347","big_south",1,NA,NA
"2014_1348","a_ten",1,NA,NA
"2014_1349","cusa",1,NA,NA
"2014_1350","a_ten",1,NA,NA
"2014_1351","maac",1,NA,NA
"2014_1352","nec",1,NA,NA
"2014_1353","aac",1,NA,NA
"2014_1354","meac",1,NA,NA
"2014_1355","summit",1,NA,NA
"2014_1356","mvc",1,NA,NA
"2014_1357","nec",1,NA,NA
"2014_1358","southland",1,NA,NA
"2014_1359","southern",1,NA,NA
"2014_1360","wcc",1,NA,NA
"2014_1361","mwc",1,4,"West"
"2014_1362","wcc",1,NA,NA
"2014_1363","mwc",1,NA,NA
"2014_1364","big_west",1,NA,NA
"2014_1365","wcc",1,NA,NA
"2014_1366","meac",1,NA,NA
"2014_1367","a_sun",1,NA,NA
"2014_1368","southland",1,NA,NA
"2014_1369","ovc",1,NA,NA
"2014_1370","wac",1,NA,NA
"2014_1371","big_east",1,NA,NA
"2014_1372","southland",1,12,"South"
"2014_1373","maac",1,NA,NA
"2014_1374","aac",1,NA,NA
"2014_1375","sun_belt",1,NA,NA
"2014_1376","sec",1,NA,NA
"2014_1377","summit",1,NA,NA
"2014_1378","aac",1,NA,NA
"2014_1379","cusa",1,NA,NA
"2014_1380","swac",1,NA,NA
"2014_1381","big_sky",1,NA,NA
"2014_1382","a_ten",1,NA,NA
"2014_1383","nec",1,NA,NA
"2014_1384","nec",1,NA,NA
"2014_1385","big_east",1,NA,NA
"2014_1386","a_ten",1,10,"East"
"2014_1387","a_ten",1,5,"Midwest"
"2014_1388","wcc",1,NA,NA
"2014_1389","maac",1,NA,NA
"2014_1390","pac_twelve",1,10,"South"
"2014_1391","a_sun",1,NA,NA
"2014_1392","aec",1,NA,NA
"2014_1393","acc",1,3,"South"
"2014_1394","southland",1,NA,NA
"2014_1395","big_twelve",1,NA,NA
"2014_1396","aac",1,NA,NA
"2014_1397","sec",1,11,"Midwest"
"2014_1398","ovc",1,NA,NA
"2014_1399","ovc",1,NA,NA
"2014_1400","big_twelve",1,7,"Midwest"
"2014_1401","sec",1,NA,NA
"2014_1402","sun_belt",1,NA,NA
"2014_1403","big_twelve",1,NA,NA
"2014_1404","ovc",1,NA,NA
"2014_1405","mac",1,NA,NA
"2014_1406","caa",1,NA,NA
"2014_1407","sun_belt",1,NA,NA
"2014_1408","cusa",1,NA,NA
"2014_1409","cusa",1,13,"South"
"2014_1410","wac",1,NA,NA
"2014_1411","swac",1,16,"Midwest"
"2014_1412","cusa",1,NA,NA
"2014_1413","big_west",1,NA,NA
"2014_1414","big_west",1,NA,NA
"2014_1415","big_west",1,NA,NA
"2014_1416","aac",1,NA,NA
"2014_1417","pac_twelve",1,4,"South"
"2014_1418","sun_belt",1,14,"West"
"2014_1419","sun_belt",1,NA,NA
"2014_1420","aec",1,NA,NA
"2014_1421","big_south",1,NA,NA
"2014_1422","southern",1,NA,NA
"2014_1423","caa",1,NA,NA
"2014_1424","mwc",1,NA,NA
"2014_1425","pac_twelve",1,NA,NA
"2014_1426","sun_belt",1,NA,NA
"2014_1427","cusa",1,NA,NA
"2014_1428","pac_twelve",1,NA,NA
"2014_1429","mwc",1,NA,NA
"2014_1430","wac",1,NA,NA
"2014_1431","cusa",1,NA,NA
"2014_1433","a_ten",1,5,"South"
"2014_1434","horizon",1,NA,NA
"2014_1435","sec",1,NA,NA
"2014_1436","aec",1,NA,NA
"2014_1437","big_east",1,2,"East"
"2014_1438","acc",1,1,"East"
"2014_1439","acc",1,NA,NA
"2014_1440","big_south",1,NA,NA
"2014_1441","southern",1,NA,NA
"2014_1442","summit",1,NA,NA
"2014_1443","sun_belt",1,NA,NA
"2014_1444","mac",1,14,"South"
"2014_1447","nec",1,NA,NA
"2014_1448","acc",1,NA,NA
"2014_1449","pac_twelve",1,NA,NA
"2014_1450","pac_twelve",1,NA,NA
"2014_1451","big_sky",1,16,"West"
"2014_1452","big_twelve",1,NA,NA
"2014_1453","horizon",1,NA,NA
"2014_1454","horizon",1,15,"East"
"2014_1455","mvc",1,1,"Midwest"
"2014_1456","caa",1,NA,NA
"2014_1457","big_south",1,NA,NA
"2014_1458","big_ten",1,2,"West"
"2014_1459","southern",1,15,"Midwest"
"2014_1460","horizon",1,NA,NA
"2014_1461","mwc",1,NA,NA
"2014_1462","big_east",1,12,"Midwest"
"2014_1463","ivy",1,NA,NA
"2014_1464","horizon",1,NA,NA
"2015_1101","southland",1,NA,NA
"2015_1102","mwc",1,NA,NA
"2015_1103","mac",1,NA,NA
"2015_1104","sec",1,NA,NA
"2015_1105","swac",1,NA,NA
"2015_1106","swac",1,NA,NA
"2015_1107","aec",1,14,"East"
"2015_1108","swac",1,NA,NA
"2015_1110","patriot",1,NA,NA
"2015_1111","sun_belt",1,NA,NA
"2015_1112","pac_twelve",1,2,"West"
"2015_1113","pac_twelve",1,NA,NA
"2015_1114","sun_belt",1,NA,NA
"2015_1115","swac",1,NA,NA
"2015_1116","sec",1,5,"West"
"2015_1117","sun_belt",1,NA,NA
"2015_1119","patriot",1,NA,NA
"2015_1120","sec",1,NA,NA
"2015_1122","ovc",1,NA,NA
"2015_1123","mac",1,NA,NA
"2015_1124","big_twelve",1,3,"West"
"2015_1125","ovc",1,15,"East"
"2015_1126","meac",1,NA,NA
"2015_1127","aec",1,NA,NA
"2015_1129","mwc",1,11,"East"
"2015_1130","acc",1,NA,NA
"2015_1131","patriot",1,NA,NA
"2015_1132","mac",1,NA,NA
"2015_1133","mvc",1,NA,NA
"2015_1135","ivy",1,NA,NA
"2015_1136","nec",1,NA,NA
"2015_1137","patriot",1,NA,NA
"2015_1138","mac",1,12,"Midwest"
"2015_1139","big_east",1,6,"Midwest"
"2015_1140","wcc",1,11,"West"
"2015_1141","mac",1,NA,NA
"2015_1142","big_west",1,NA,NA
"2015_1143","pac_twelve",1,NA,NA
"2015_1144","big_south",1,NA,NA
"2015_1145","maac",1,NA,NA
"2015_1146","southland",1,NA,NA
"2015_1148","nec",1,NA,NA
"2015_1149","big_south",1,NA,NA
"2015_1150","cusa",1,NA,NA
"2015_1151","southern",1,NA,NA
"2015_1152","wac",1,NA,NA
"2015_1153","aac",1,8,"Midwest"
"2015_1154","southern",1,NA,NA
"2015_1155","acc",1,NA,NA
"2015_1156","horizon",1,NA,NA
"2015_1157","big_south",1,16,"West"
"2015_1158","caa",1,NA,NA
"2015_1159","patriot",1,NA,NA
"2015_1160","pac_twelve",1,NA,NA
"2015_1161","mwc",1,NA,NA
"2015_1162","ivy",1,NA,NA
"2015_1163","aac",1,NA,NA
"2015_1164","meac",1,NA,NA
"2015_1165","ivy",1,NA,NA
"2015_1166","big_east",1,NA,NA
"2015_1167","wac",1,NA,NA
"2015_1168","big_west",1,NA,NA
"2015_1169","big_west",1,NA,NA
"2015_1170","big_sky",1,NA,NA
"2015_1171","ivy",1,NA,NA
"2015_1172","a_ten",1,10,"South"
"2015_1173","a_ten",1,11,"East"
"2015_1174","caa",1,NA,NA
"2015_1175","meac",1,NA,NA
"2015_1176","summit",1,NA,NA
"2015_1177","big_east",1,NA,NA
"2015_1178","horizon",1,NA,NA
"2015_1179","mvc",1,NA,NA
"2015_1180","caa",1,NA,NA
"2015_1181","acc",1,1,"South"
"2015_1182","a_ten",1,NA,NA
"2015_1183","ovc",1,NA,NA
"2015_1184","ovc",1,NA,NA
"2015_1185","mac",1,NA,NA
"2015_1186","big_sky",1,13,"South"
"2015_1187","aac",1,NA,NA
"2015_1188","ovc",1,NA,NA
"2015_1189","caa",1,NA,NA
"2015_1190","southern",1,NA,NA
"2015_1191","mvc",1,NA,NA
"2015_1192","nec",1,NA,NA
"2015_1193","maac",1,NA,NA
"2015_1194","cusa",1,NA,NA
"2015_1195","a_sun",1,NA,NA
"2015_1196","sec",1,NA,NA
"2015_1197","meac",1,NA,NA
"2015_1198","cusa",1,NA,NA
"2015_1199","acc",1,NA,NA
"2015_1200","a_ten",1,NA,NA
"2015_1201","mwc",1,NA,NA
"2015_1202","southern",1,NA,NA
"2015_1203","a_ten",1,NA,NA
"2015_1204","sun_belt",1,NA,NA
"2015_1205","big_south",1,NA,NA
"2015_1206","a_ten",1,NA,NA
"2015_1207","big_east",1,4,"South"
"2015_1208","sec",1,10,"East"
"2015_1209","sun_belt",1,14,"West"
"2015_1210","acc",1,NA,NA
"2015_1211","wcc",1,2,"South"
"2015_1212","swac",1,NA,NA
"2015_1213","wac",1,NA,NA
"2015_1214","meac",1,16,"Midwest"
"2015_1216","aec",1,NA,NA
"2015_1217","ivy",1,13,"West"
"2015_1218","big_west",1,NA,NA
"2015_1219","big_south",1,NA,NA
"2015_1220","caa",1,NA,NA
"2015_1221","patriot",1,NA,NA
"2015_1222","aac",1,NA,NA
"2015_1223","southland",1,NA,NA
"2015_1224","meac",1,NA,NA
"2015_1225","big_sky",1,NA,NA
"2015_1226","big_sky",1,NA,NA
"2015_1227","horizon",1,NA,NA
"2015_1228","big_ten",1,NA,NA
"2015_1229","mvc",1,NA,NA
"2015_1230","southland",1,NA,NA
"2015_1231","big_ten",1,10,"Midwest"
"2015_1232","mvc",1,NA,NA
"2015_1233","maac",1,NA,NA
"2015_1234","big_ten",1,7,"South"
"2015_1235","big_twelve",1,3,"South"
"2015_1236","summit",1,NA,NA
"2015_1237","summit",1,NA,NA
"2015_1238","swac",1,NA,NA
"2015_1239","a_sun",1,NA,NA
"2015_1240","ovc",1,NA,NA
"2015_1241","caa",1,NA,NA
"2015_1242","big_twelve",1,2,"Midwest"
"2015_1243","big_twelve",1,NA,NA
"2015_1244","a_sun",1,NA,NA
"2015_1245","mac",1,NA,NA
"2015_1246","sec",1,1,"Midwest"
"2015_1247","a_ten",1,NA,NA
"2015_1248","patriot",1,16,"East"
"2015_1249","southland",1,NA,NA
"2015_1250","patriot",1,NA,NA
"2015_1251","big_south",1,NA,NA
"2015_1252","a_sun",1,NA,NA
"2015_1253","big_west",1,NA,NA
"2015_1254","nec",1,NA,NA
"2015_1255","big_south",1,NA,NA
"2015_1256","cusa",1,NA,NA
"2015_1257","acc",1,4,"East"
"2015_1258","wcc",1,NA,NA
"2015_1259","patriot",1,NA,NA
"2015_1260","mvc",1,NA,NA
"2015_1261","sec",1,9,"East"
"2015_1262","aec",1,NA,NA
"2015_1263","aec",1,NA,NA
"2015_1264","maac",1,16,"Midwest"
"2015_1265","maac",1,NA,NA
"2015_1266","big_east",1,NA,NA
"2015_1267","cusa",1,NA,NA
"2015_1268","big_ten",1,4,"Midwest"
"2015_1269","a_ten",1,NA,NA
"2015_1270","southland",1,NA,NA
"2015_1271","meac",1,NA,NA
"2015_1272","aac",1,NA,NA
"2015_1273","southern",1,NA,NA
"2015_1274","acc",1,NA,NA
"2015_1275","mac",1,NA,NA
"2015_1276","big_ten",1,NA,NA
"2015_1277","big_ten",1,7,"East"
"2015_1278","big_ten",1,NA,NA
"2015_1279","sec",1,11,"West"
"2015_1280","sec",1,NA,NA
"2015_1281","sec",1,NA,NA
"2015_1282","wac",1,NA,NA
"2015_1283","mvc",1,NA,NA
"2015_1284","maac",1,NA,NA
"2015_1285","big_sky",1,NA,NA
"2015_1286","big_sky",1,NA,NA
"2015_1287","ovc",1,NA,NA
"2015_1288","meac",1,NA,NA
"2015_1290","swac",1,NA,NA
"2015_1291","nec",1,NA,NA
"2015_1292","cusa",1,NA,NA
"2015_1293","ovc",1,NA,NA
"2015_1294","big_sky",1,NA,NA
"2015_1295","summit",1,15,"South"
"2015_1296","mac",1,NA,NA
"2015_1297","a_sun",0,NA,NA
"2015_1298","patriot",1,NA,NA
"2015_1299","meac",1,NA,NA
"2015_1300","meac",1,NA,NA
"2015_1301","acc",1,8,"East"
"2015_1303","summit",0,NA,NA
"2015_1304","big_ten",1,NA,NA
"2015_1305","mwc",1,NA,NA
"2015_1306","aec",1,NA,NA
"2015_1307","mwc",1,NA,NA
"2015_1308","wac",1,15,"Midwest"
"2015_1309","southland",1,NA,NA
"2015_1310","maac",1,NA,NA
"2015_1311","southland",1,NA,NA
"2015_1312","ind",1,NA,NA
"2015_1313","meac",1,NA,NA
"2015_1314","acc",1,4,"West"
"2015_1315","big_sky",1,NA,NA
"2015_1316","a_sun",1,16,"South"
"2015_1317","cusa",1,NA,NA
"2015_1318","caa",1,14,"Midwest"
"2015_1319","big_sky",1,NA,NA
"2015_1320","mvc",1,5,"East"
"2015_1321","big_ten",1,NA,NA
"2015_1322","southland",1,NA,NA
"2015_1323","acc",1,3,"Midwest"
"2015_1324","horizon",1,NA,NA
"2015_1325","mac",1,NA,NA
"2015_1326","big_ten",1,10,"West"
"2015_1328","big_twelve",1,3,"East"
"2015_1329","big_twelve",1,9,"West"
"2015_1330","cusa",1,NA,NA
"2015_1331","summit",1,NA,NA
"2015_1332","pac_twelve",1,8,"West"
"2015_1333","pac_twelve",1,NA,NA
"2015_1334","wcc",1,NA,NA
"2015_1335","ivy",1,NA,NA
"2015_1336","big_ten",1,NA,NA
"2015_1337","wcc",1,NA,NA
"2015_1338","acc",1,NA,NA
"2015_1339","wcc",1,NA,NA
"2015_1340","big_sky",1,NA,NA
"2015_1341","swac",1,NA,NA
"2015_1342","big_south",1,NA,NA
"2015_1343","ivy",1,NA,NA
"2015_1344","big_east",1,6,"East"
"2015_1345","big_ten",1,9,"Midwest"
"2015_1346","maac",1,NA,NA
"2015_1347","big_south",1,NA,NA
"2015_1348","a_ten",1,NA,NA
"2015_1349","cusa",1,NA,NA
"2015_1350","a_ten",1,NA,NA
"2015_1351","maac",1,NA,NA
"2015_1352","nec",1,16,"South"
"2015_1353","big_ten",1,NA,NA
"2015_1354","meac",1,NA,NA
"2015_1355","summit",1,NA,NA
"2015_1356","mvc",1,NA,NA
"2015_1357","nec",1,NA,NA
"2015_1358","southland",1,NA,NA
"2015_1359","southern",1,NA,NA
"2015_1360","wcc",1,NA,NA
"2015_1361","mwc",1,8,"South"
"2015_1362","wcc",1,NA,NA
"2015_1363","mwc",1,NA,NA
"2015_1364","big_west",1,NA,NA
"2015_1365","wcc",1,NA,NA
"2015_1366","meac",1,NA,NA
"2015_1367","a_sun",1,NA,NA
"2015_1368","southland",1,NA,NA
"2015_1369","ovc",1,NA,NA
"2015_1370","wac",1,NA,NA
"2015_1371","big_east",1,NA,NA
"2015_1372","southland",1,12,"South"
"2015_1373","maac",1,NA,NA
"2015_1374","aac",1,6,"South"
"2015_1375","sun_belt",1,NA,NA
"2015_1376","sec",1,NA,NA
"2015_1377","summit",1,NA,NA
"2015_1378","aac",1,NA,NA
"2015_1379","cusa",1,NA,NA
"2015_1380","swac",1,NA,NA
"2015_1381","big_sky",1,NA,NA
"2015_1382","a_ten",1,NA,NA
"2015_1383","nec",1,NA,NA
"2015_1384","nec",1,NA,NA
"2015_1385","big_east",1,9,"South"
"2015_1386","a_ten",1,NA,NA
"2015_1387","a_ten",1,NA,NA
"2015_1388","wcc",1,NA,NA
"2015_1389","maac",1,NA,NA
"2015_1390","pac_twelve",1,NA,NA
